s,X,Y,phi,kappa,w
-2.517356342527863262e+02,2.600732316610138994e+01,2.526352229678875716e+01,-5.289254381630441593e-01,-6.994952955227641545e-02,1.500000000000000000e+00
-2.511419181172704498e+02,2.651345772310433091e+01,2.495326516381164339e+01,-5.711434897861469295e-01,-7.228832960921970086e-02,1.500000000000000000e+00
-2.505482019817546018e+02,2.700582544662943363e+01,2.462157081998901020e+01,-6.147393843776209899e-01,-7.433436477641471030e-02,1.500000000000000000e+00
-2.499544858462387253e+02,2.748313038168448230e+01,2.426845122869018923e+01,-6.593189312650244993e-01,-7.585661577609172090e-02,1.500000000000000000e+00
-2.493607697107228773e+02,2.794394553123057534e+01,2.389428061155788541e+01,-7.048524681833732153e-01,-7.757734886627792870e-02,1.500000000000000000e+00
-2.487670535752070009e+02,2.838713436309940263e+01,2.349912487988170895e+01,-7.518098892447260262e-01,-8.079229999134071583e-02,1.500000000000000000e+00
-2.481733374396911529e+02,2.881074964692263762e+01,2.308327736879850534e+01,-8.008372595656929605e-01,-8.439704951705812030e-02,1.500000000000000000e+00
-2.475796213041753049e+02,2.921298273938036161e+01,2.264678165907996643e+01,-8.518125711060022809e-01,-8.600870121085170406e-02,1.500000000000000000e+00
-2.469859051686594285e+02,2.959255931902290016e+01,2.219028208571539906e+01,-9.022815143076869937e-01,-8.403699265948277874e-02,1.500000000000000000e+00
-2.463921890331435804e+02,2.994885138967630667e+01,2.171546456890022014e+01,-9.516609888252003380e-01,-8.236342434329502193e-02,1.500000000000000000e+00
-2.457984728976277324e+02,3.028146764297608939e+01,2.122333086180476869e+01,-1.001793699966015083e+00,-8.731071744886598207e-02,1.500000000000000000e+00
-2.452047567621118560e+02,3.058790865742166787e+01,2.071496906418412465e+01,-1.055463031530505802e+00,-9.354525381028608311e-02,1.500000000000000000e+00
-2.446110406265959796e+02,3.086556502925093426e+01,2.019063034403959023e+01,-1.112467955833114974e+00,-9.629807205068259546e-02,1.500000000000000000e+00
-2.440173244910801316e+02,3.111304041411007049e+01,1.965114099730918440e+01,-1.168623831786163247e+00,-9.291643720366443704e-02,1.500000000000000000e+00
-2.434236083555642836e+02,3.133045840449337405e+01,1.909864931747051386e+01,-1.222828891886852176e+00,-8.968567436458310671e-02,1.500000000000000000e+00
-2.428298922200484071e+02,3.151806369508673100e+01,1.853566094075103621e+01,-1.275145802552243079e+00,-8.664856137611208486e-02,1.500000000000000000e+00
-2.422361760845325591e+02,3.167654545634282925e+01,1.796349108161241404e+01,-1.325750288515953113e+00,-8.384619468606707704e-02,1.500000000000000000e+00
-2.416424599490167111e+02,3.180635933436997576e+01,1.738416388115270905e+01,-1.374575152483658247e+00,-7.960475743462466780e-02,1.500000000000000000e+00
-2.410487438135008347e+02,3.190868478048002288e+01,1.679954259127250538e+01,-1.419796141669553702e+00,-7.278878911188764456e-02,1.500000000000000000e+00
-2.404550276779849582e+02,3.198570617725987475e+01,1.621061926234898820e+01,-1.461048754942984917e+00,-6.615229875374865898e-02,1.500000000000000000e+00
-2.398613115424691102e+02,3.203950712325143968e+01,1.561949355071128842e+01,-1.498362074891391948e+00,-5.956249394348261256e-02,1.500000000000000000e+00
-2.392675954069532622e+02,3.207238256896188489e+01,1.502665928486019808e+01,-1.531790866162125564e+00,-5.305793649247786403e-02,1.500000000000000000e+00
-2.386738792714373858e+02,3.208655936056990754e+01,1.443301187749226067e+01,-1.561467921343008936e+00,-4.726592698282235799e-02,1.500000000000000000e+00
-2.380801631359215378e+02,3.208405006781705282e+01,1.383930305752720891e+01,-1.588101436911800501e+00,-4.245437876133979771e-02,1.500000000000000000e+00
-2.374864470004056898e+02,3.206657790993132551e+01,1.324587656727002027e+01,-1.611887783403952223e+00,-3.768360468866375351e-02,1.500000000000000000e+00
-2.368927308648898133e+02,3.203580399430266823e+01,1.265290560942690590e+01,-1.632998196538610003e+00,-3.349364507080667547e-02,1.500000000000000000e+00
-2.362990147293739369e+02,3.199324989406496655e+01,1.206073732520948205e+01,-1.651664637722001228e+00,-2.938899285715596346e-02,1.500000000000000000e+00
-2.357052985938580889e+02,3.194036521804936868e+01,1.146940926381271986e+01,-1.667974349190629813e+00,-2.600984806295206925e-02,1.500000000000000000e+00
-2.351115824583422409e+02,3.187832055088971472e+01,1.087891736148244881e+01,-1.682784679872620703e+00,-2.387722470644948122e-02,1.500000000000000000e+00
-2.345178663228263645e+02,3.180792197937836008e+01,1.028945148247824015e+01,-1.696326402518133047e+00,-2.174421906775357918e-02,1.500000000000000000e+00
-2.339241501873105165e+02,3.172992436279895045e+01,9.700874676412222897e+00,-1.708523258495115993e+00,-1.929420354288119074e-02,1.500000000000000000e+00
-2.333304340517946684e+02,3.164519229547125434e+01,9.113246961428844273e+00,-1.719234032658613298e+00,-1.678655335097864118e-02,1.500000000000000000e+00
-2.327367179162787920e+02,3.155460752126676027e+01,8.526499212339153644e+00,-1.728477658783636794e+00,-1.448905607840018754e-02,1.500000000000000000e+00
-2.321430017807629156e+02,3.145896681782097559e+01,7.940538932454741960e+00,-1.736513692593826708e+00,-1.258119419251330778e-02,1.500000000000000000e+00
-2.315492856452470676e+02,3.135895199612984996e+01,7.355309979556604816e+00,-1.743417017910307454e+00,-1.067362048157787478e-02,1.500000000000000000e+00
-2.309555695097312196e+02,3.125523808736939202e+01,6.770724834620651222e+00,-1.749141389291950954e+00,-8.579428104626148077e-03,1.500000000000000000e+00
-2.303618533742153431e+02,3.114854749384472399e+01,6.186673527557483787e+00,-1.753602791587781429e+00,-6.449350440530050334e-03,1.500000000000000000e+00
-2.297681372386994951e+02,3.103962008580604959e+01,5.603031165575093731e+00,-1.756806761820047136e+00,-4.390905855679863405e-03,1.500000000000000000e+00
-2.291744211031836471e+02,3.092916759938069404e+01,5.019673742737095878e+00,-1.758844537667784369e+00,-2.473498255268502706e-03,1.500000000000000000e+00
-2.285807049676677707e+02,3.081786084082924404e+01,4.436491216398985138e+00,-1.759743871748854716e+00,-5.560060708180060299e-04,1.500000000000000000e+00
-2.279869888321518943e+02,3.070636204160457794e+01,3.853323955089555941e+00,-1.759477188235921030e+00,1.474094001241833688e-03,1.500000000000000000e+00
-2.273932726966360462e+02,3.059537672200609038e+01,3.270075064796423625e+00,-1.757992149004707905e+00,3.528536982378875815e-03,1.500000000000000000e+00
-2.267995565611201982e+02,3.048561682730170475e+01,2.686608741716045134e+00,-1.755276198037437840e+00,5.699334673996763259e-03,1.500000000000000000e+00
-2.262058404256043218e+02,3.037783685926376265e+01,2.102765219096659699e+00,-1.751175597630278080e+00,8.114003526270197400e-03,1.500000000000000000e+00
-2.256121242900884738e+02,3.027286906890462959e+01,1.518400253498414898e+00,-1.745641750070408893e+00,1.052684281565360348e-02,1.500000000000000000e+00
-2.250184081545726258e+02,3.017158028107552425e+01,9.334910845031939575e-01,-1.738629840336175292e+00,1.313401195394922963e-02,1.500000000000000000e+00
-2.244246920190567494e+02,3.007484065324896960e+01,3.477232002025953950e-01,-1.730046700430809548e+00,1.577762101803708780e-02,1.500000000000000000e+00
-2.238309758835408729e+02,2.998359862110812557e+01,-2.389093685345212714e-01,-1.719825520873603519e+00,1.920809857096643022e-02,1.500000000000000000e+00
-2.232372597480250249e+02,2.989912950407520142e+01,-8.263480496449637780e-01,-1.706878621467595281e+00,2.441578767017072923e-02,1.500000000000000000e+00
-2.226435436125091769e+02,2.982312274092721438e+01,-1.415421708043971272e+00,-1.690840191057710218e+00,2.957863021342903298e-02,1.500000000000000000e+00
-2.220498274769933005e+02,2.975761322815372267e+01,-2.005143098836946969e+00,-1.671278038585545023e+00,3.678934747030433022e-02,1.500000000000000000e+00
-2.214561113414774525e+02,2.970496433134787040e+01,-2.596514049666939883e+00,-1.647138855591766760e+00,4.451569760647856172e-02,1.500000000000000000e+00
-2.208623952059616045e+02,2.966795112156757952e+01,-3.189397915343070711e+00,-1.618287287774509142e+00,5.372341043427816820e-02,1.500000000000000000e+00
-2.202686790704457280e+02,2.965000611532316199e+01,-3.782704283956436875e+00,-1.582463707382323115e+00,6.701153044526254876e-02,1.500000000000000000e+00
-2.196749629349298516e+02,2.965568389841515540e+01,-4.376512965129307098e+00,-1.538673284875971436e+00,8.047397418999353846e-02,1.500000000000000000e+00
-2.190812467994140036e+02,2.968978803538681888e+01,-4.969826486046534875e+00,-1.486650782264980819e+00,9.488651107679169083e-02,1.500000000000000000e+00
-2.184875306638981556e+02,2.975723690783720343e+01,-5.559739542141041824e+00,-1.425708549622102694e+00,1.105215522982420234e-01,1.500000000000000000e+00
-2.178938145283822791e+02,2.986325821574554240e+01,-6.143995476460672123e+00,-1.355308600845960942e+00,1.258346374841168847e-01,1.500000000000000000e+00
-2.173000983928664311e+02,3.001312266485910030e+01,-6.720504431956344504e+00,-1.276207387283159189e+00,1.402446065074719195e-01,1.500000000000000000e+00
-2.167063822573505831e+02,3.020914243181831083e+01,-7.278653778140308894e+00,-1.188172444850307041e+00,1.578072287356978298e-01,1.500000000000000000e+00
-2.161126661218347067e+02,3.045875772460042796e+01,-7.820212984714002502e+00,-1.087153158646949169e+00,1.822890005266893099e-01,1.500000000000000000e+00
-2.155189499863188303e+02,3.076372166375682227e+01,-8.328402291835308446e+00,-9.705784603057558968e-01,2.113290449287076045e-01,1.500000000000000000e+00
-2.149252338508029823e+02,3.112761030456177380e+01,-8.792188333066693673e+00,-8.387909032185407732e-01,2.256650201270145317e-01,1.500000000000000000e+00
-2.143315177152871343e+02,3.155117095604738964e+01,-9.205611027487670128e+00,-7.091729186787452122e-01,2.116243476875314111e-01,1.500000000000000000e+00
-2.137378015797712578e+02,3.202589923307906616e+01,-9.564747000423807322e+00,-5.876410899169508539e-01,1.964835370001485615e-01,1.500000000000000000e+00
-2.131440854442554098e+02,3.253260107228975784e+01,-9.864040633803780267e+00,-4.832309546386883703e-01,1.581661321111551000e-01,1.500000000000000000e+00
-2.125503693087395618e+02,3.307149541755634914e+01,-1.011757183426808560e+01,-3.997576530604483036e-01,1.228847501631060851e-01,1.500000000000000000e+00
-2.119566531732236854e+02,3.362701234397219707e+01,-1.033071170840797848e+01,-3.360970139877528240e-01,9.117463536867843887e-02,1.500000000000000000e+00
-2.113629370377078089e+02,3.419179673291002075e+01,-1.051291642220007461e+01,-2.910164167071362940e-01,6.107045624790265886e-02,1.500000000000000000e+00
-2.107692209021919894e+02,3.476489007114853536e+01,-1.067504505590893693e+01,-2.632112441889113974e-01,3.264785695569338148e-02,1.500000000000000000e+00
-2.101755047666761129e+02,3.534018767286831064e+01,-1.082537141566547589e+01,-2.500469443822581628e-01,1.161747432866237772e-02,1.500000000000000000e+00
-2.095817886311602365e+02,3.591545975397381341e+01,-1.097145798217658452e+01,-2.494205815115861924e-01,-9.556939458959188768e-03,1.500000000000000000e+00
-2.089880724956443885e+02,3.649023198224497122e+01,-1.112083234906046236e+01,-2.607185284525548319e-01,-2.583656752256547132e-02,1.500000000000000000e+00
-2.083943563601285405e+02,3.706288661314840738e+01,-1.127899302867147924e+01,-2.793044373501711863e-01,-3.675370993362794825e-02,1.500000000000000000e+00
-2.078006402246126640e+02,3.763039290804282189e+01,-1.144913199215746857e+01,-3.043263146047823220e-01,-4.771099319535108962e-02,1.500000000000000000e+00
-2.072069240890967876e+02,3.819449540253386743e+01,-1.163520567146330187e+01,-3.329618945552630382e-01,-4.844085552895541907e-02,1.500000000000000000e+00
-2.066132079535809680e+02,3.875255375535154911e+01,-1.183725552664648717e+01,-3.618284106811830991e-01,-4.881089803821204998e-02,1.500000000000000000e+00
-2.060194918180650916e+02,3.930444221972272345e+01,-1.205534541984482111e+01,-3.908524316414618838e-01,-4.890139327812375453e-02,1.500000000000000000e+00
-2.054257756825492152e+02,3.984994704547500532e+01,-1.228943267718226195e+01,-4.198473879926711838e-01,-4.878853916247468531e-02,1.500000000000000000e+00
-2.048320595470333672e+02,4.038869408619968482e+01,-1.253933953554112435e+01,-4.487943050731875161e-01,-4.869406771993040756e-02,1.500000000000000000e+00
-2.042383434115175191e+02,4.091963806630132439e+01,-1.280455325104724373e+01,-4.777393978223187787e-01,-4.885948633682951625e-02,1.500000000000000000e+00
-2.036446272760016427e+02,4.144290183931786231e+01,-1.308518144662144778e+01,-5.068172872590941402e-01,-4.909086940855275638e-02,1.500000000000000000e+00
-2.030509111404857663e+02,4.195777947714583433e+01,-1.338096348446066131e+01,-5.361578312399943869e-01,-5.015901064764481665e-02,1.500000000000000000e+00
-2.024571950049699467e+02,4.246352649146452762e+01,-1.369190914946039683e+01,-5.665422209182695568e-01,-5.220812449381158349e-02,1.500000000000000000e+00
-2.018634788694540703e+02,4.295943115354947395e+01,-1.401840739466052277e+01,-5.981678968424919418e-01,-5.432909975751855358e-02,1.500000000000000000e+00
-2.012697627339381938e+02,4.344452246878365287e+01,-1.436079088027015516e+01,-6.313983568150143277e-01,-5.766042734544156445e-02,1.500000000000000000e+00
-2.006760465984223458e+02,4.391754315878185366e+01,-1.471953006915926032e+01,-6.666562923832679566e-01,-6.112522491954752724e-02,1.500000000000000000e+00
-2.000823304629064978e+02,4.437726920641316042e+01,-1.509522045139894608e+01,-7.039535035325985568e-01,-6.436483548019848733e-02,1.500000000000000000e+00
-1.994886143273906214e+02,4.482233327732177486e+01,-1.548822477564312905e+01,-7.430649129465982661e-01,-6.739682984099776286e-02,1.500000000000000000e+00
-1.988948981918747450e+02,4.525117333807333608e+01,-1.589858266262202946e+01,-7.840044116758813075e-01,-7.056088213853407842e-02,1.500000000000000000e+00
-1.983011820563589254e+02,4.566257729652568997e+01,-1.632679724596869519e+01,-8.273157292089008408e-01,-7.540311937004569309e-02,1.500000000000000000e+00
-1.977074659208430489e+02,4.605425446594491490e+01,-1.677283200219313031e+01,-8.735762172991474728e-01,-8.046449121151894035e-02,1.500000000000000000e+00
-1.971137497853271725e+02,4.642420633766344196e+01,-1.723703873137221265e+01,-9.225225578728331044e-01,-8.304809416726648130e-02,1.500000000000000000e+00
-1.965200336498113245e+02,4.677093970129623557e+01,-1.771898627465355247e+01,-9.717283694174376762e-01,-8.273863329798249178e-02,1.500000000000000000e+00
-1.959263175142954765e+02,4.709350737917630170e+01,-1.821726611000719132e+01,-1.020824572471737746e+00,-8.271840019031134750e-02,1.500000000000000000e+00
-1.953326013787796001e+02,4.739110680409083898e+01,-1.873138815049781059e+01,-1.072093785410956013e+00,-9.023667144205080315e-02,1.500000000000000000e+00
-1.947388852432637520e+02,4.766049090379427611e+01,-1.926024025290469766e+01,-1.128068055364249478e+00,-9.840222883043842073e-02,1.500000000000000000e+00
-1.941451691077479040e+02,4.789850530248728688e+01,-1.980367127588002418e+01,-1.188248593807232467e+00,-1.018083320248714813e-01,1.500000000000000000e+00
-1.935514529722320276e+02,4.810344051944053945e+01,-2.036066598943679651e+01,-1.248004632707361505e+00,-9.955532677175008005e-02,1.500000000000000000e+00
-1.929577368367161512e+02,4.827520285350055929e+01,-2.092911281185326544e+01,-1.306507441173399009e+00,-9.748931004675688572e-02,1.500000000000000000e+00
-1.923640207012003032e+02,4.841362144665713174e+01,-2.150609680013977965e+01,-1.364116222569816017e+00,-9.676852903021798680e-02,1.500000000000000000e+00
-1.917703045656844552e+02,4.851874263376014085e+01,-2.209046085731639408e+01,-1.421475737849085430e+00,-9.648438753517510347e-02,1.500000000000000000e+00
-1.911765884301685787e+02,4.859022886533970365e+01,-2.267979687846113990e+01,-1.478562110474139768e+00,-9.507685104344092142e-02,1.500000000000000000e+00
-1.905828722946527307e+02,4.862836587628990515e+01,-2.327210766365637085e+01,-1.534157507711200630e+00,-9.227951092672960487e-02,1.500000000000000000e+00
-1.899891561591368827e+02,4.863400096508894421e+01,-2.386598239958822987e+01,-1.588211072600751894e+00,-8.978271275170382482e-02,1.500000000000000000e+00
-1.893954400236210063e+02,4.860799543866131955e+01,-2.445895727645880058e+01,-1.640808725591986761e+00,-8.747487143160735668e-02,1.500000000000000000e+00
-1.888017238881051298e+02,4.855121784526329520e+01,-2.504995236697748950e+01,-1.692141079046201924e+00,-8.548178815472723402e-02,1.500000000000000000e+00
-1.882080077525892818e+02,4.846449616216010270e+01,-2.563734763258550942e+01,-1.742551997468327674e+00,-8.492540879235756235e-02,1.500000000000000000e+00
-1.876142916170734338e+02,4.834826749133763002e+01,-2.621953810655042005e+01,-1.793227200021820344e+00,-8.580660314817449563e-02,1.500000000000000000e+00
-1.870205754815575574e+02,4.820256587532976766e+01,-2.679494622340664733e+01,-1.844475406131544037e+00,-8.688354397587309819e-02,1.500000000000000000e+00
