s,X,Y,phi,kappa,w
-2.578587375955065113e+02,-2.234675083696717479e+01,4.032654948198452871e+01,1.138078231027804810e+00,-2.396046258094032891e-02,1.500000000000000000e+00
-2.572343823174971931e+02,-2.208074213059061464e+01,4.089139022943748358e+01,1.123309371801024747e+00,-2.334964710585451381e-02,1.500000000000000000e+00
-2.566100270394878180e+02,-2.180651398817919429e+01,4.145228583123827804e+01,1.108822121574068564e+00,-2.316774112354349005e-02,1.500000000000000000e+00
-2.559856717614784998e+02,-2.152419812236132302e+01,4.200916130231632195e+01,1.094367031769462040e+00,-2.313705955240469639e-02,1.500000000000000000e+00
-2.553613164834691531e+02,-2.123386512954586536e+01,4.256190410434562210e+01,1.079925744475289218e+00,-2.314620332495168076e-02,1.500000000000000000e+00
-2.547369612054598065e+02,-2.093557445622631263e+01,4.311038998272303502e+01,1.065449510577675563e+00,-2.322653722030198001e-02,1.500000000000000000e+00
-2.541126059274504883e+02,-2.062936184486443025e+01,4.365449160249762883e+01,1.050921212750764555e+00,-2.331303284336570109e-02,1.500000000000000000e+00
-2.534882506494411416e+02,-2.031520474260138442e+01,4.419405791958494234e+01,1.036039151879433406e+00,-2.439283482251766375e-02,1.500000000000000000e+00
-2.528638953714317950e+02,-1.999287563839986603e+01,4.472876235323177241e+01,1.020459880518374662e+00,-2.551353612994674072e-02,1.500000000000000000e+00
-2.522395400934224767e+02,-1.966208106029319680e+01,4.525826624691446654e+01,1.004264122073115217e+00,-2.616648876648420760e-02,1.500000000000000000e+00
-2.516151848154131301e+02,-1.932268031295791388e+01,4.578230309583123159e+01,9.878314673485486530e-01,-2.647346985074617784e-02,1.500000000000000000e+00
-2.509908295374037834e+02,-1.897466141307360132e+01,4.630066273239948771e+01,9.711994613726622205e-01,-2.688550948625780673e-02,1.500000000000000000e+00
-2.503664742593944368e+02,-1.861798116910585321e+01,4.681308877325825790e+01,9.541486202209243928e-01,-2.773564989477194168e-02,1.500000000000000000e+00
-2.497421189813850901e+02,-1.825247330881787988e+01,4.731927221231063641e+01,9.365640176383006610e-01,-2.859370997993191180e-02,1.500000000000000000e+00
-2.491177637033757719e+02,-1.787799592008136074e+01,4.781885168559495725e+01,9.184901582172725343e-01,-2.926416546367558921e-02,1.500000000000000000e+00
-2.484934084253664253e+02,-1.749445368963431591e+01,4.831150527536527761e+01,9.000216804081696553e-01,-2.989789714586129146e-02,1.500000000000000000e+00
-2.478690531473570786e+02,-1.710177185727689064e+01,4.879691437614933136e+01,8.810661505878821798e-01,-3.122520769548376221e-02,1.500000000000000000e+00
-2.472446978693477604e+02,-1.669968678681756202e+01,4.927455857991112254e+01,8.608461349642877458e-01,-3.354727357057597781e-02,1.500000000000000000e+00
-2.466203425913384137e+02,-1.628770666461105776e+01,4.974365321077346636e+01,8.391738826443586596e-01,-3.585412192822262645e-02,1.500000000000000000e+00
-2.459959873133290671e+02,-1.586538322319789174e+01,5.020347471044119203e+01,8.164856202441264088e-01,-3.682766933645097163e-02,1.500000000000000000e+00
-2.453716320353197489e+02,-1.543259249335880234e+01,5.065347123122458584e+01,7.931831416599549600e-01,-3.781966029933764989e-02,1.500000000000000000e+00
-2.447472767573104022e+02,-1.498928472305813031e+01,5.109306328549869392e+01,7.688636887022709532e-01,-4.082011119986093950e-02,1.500000000000000000e+00
-2.441229214793010556e+02,-1.453490937021245877e+01,5.152121054585062865e+01,7.420774360090290900e-01,-4.498825055750361318e-02,1.500000000000000000e+00
-2.434985662012917373e+02,-1.406868658091372737e+01,5.193643438099019960e+01,7.127404175197471492e-01,-4.848785132992768782e-02,1.500000000000000000e+00
-2.428742109232823623e+02,-1.359025267470198806e+01,5.233733762288270697e+01,6.820201081629194695e-01,-4.994617219229843808e-02,1.500000000000000000e+00
-2.422498556452730440e+02,-1.309932584362636554e+01,5.272330442739873035e+01,6.503639645124216218e-01,-5.143715252712632857e-02,1.500000000000000000e+00
-2.416255003672636974e+02,-1.259624715080986235e+01,5.309298350465739702e+01,6.162676645734246339e-01,-5.867639039313292393e-02,1.500000000000000000e+00
-2.410011450892543508e+02,-1.207993455174471187e+01,5.344400278510705249e+01,5.770189951116253546e-01,-6.705877297616137656e-02,1.500000000000000000e+00
-2.403767898112450325e+02,-1.154932206838957320e+01,5.377315811751108043e+01,5.327049477908147868e-01,-7.417995646757061246e-02,1.500000000000000000e+00
-2.397524345332356859e+02,-1.100406739983278648e+01,5.407739270474819904e+01,4.845614599587013682e-01,-8.007373040291944355e-02,1.500000000000000000e+00
-2.391280792552263392e+02,-1.044444184587656110e+01,5.435391254629989533e+01,4.326456830198315284e-01,-8.661469300171470431e-02,1.500000000000000000e+00
-2.385037239772170210e+02,-9.869830374554751984e+00,5.459980175313099693e+01,3.747856974470586966e-01,-9.866252751629499274e-02,1.500000000000000000e+00
-2.378793686992076744e+02,-9.282287145748210122e+00,5.480941773476693868e+01,3.092618920016323436e-01,-1.114762580689475369e-01,1.500000000000000000e+00
-2.372550134211983277e+02,-8.681073607486974097e+00,5.497797151546424743e+01,2.366319580007636425e-01,-1.196295578897829670e-01,1.500000000000000000e+00
-2.366306581431890095e+02,-8.069218958089145133e+00,5.510112852055156907e+01,1.599551225219482120e-01,-1.261017784109761397e-01,1.500000000000000000e+00
-2.360063028651796628e+02,-7.449985057440051683e+00,5.517576364683872470e+01,7.947376707726783174e-02,-1.298855857084252052e-01,1.500000000000000000e+00
-2.353819475871703162e+02,-6.826258716337257226e+00,5.520020315721503579e+01,-9.300998489385481349e-04,-1.277968034996848079e-01,1.500000000000000000e+00
-2.347575923091609980e+02,-6.202618848009440633e+00,5.517482545592016407e+01,-8.028096750061308740e-02,-1.265505838175758624e-01,1.500000000000000000e+00
-2.341332370311516229e+02,-5.583167860371068159e+00,5.510048804669358447e+01,-1.582386765729557609e-01,-1.232699982818799278e-01,1.500000000000000000e+00
-2.335088817531423047e+02,-4.970884386779114372e+00,5.497866205881570068e+01,-2.342621933514927868e-01,-1.203045223442294892e-01,1.500000000000000000e+00
-2.328845264751329580e+02,-4.370006536310968137e+00,5.481158763671850664e+01,-3.069290882672501830e-01,-1.093428486617671752e-01,1.500000000000000000e+00
-2.322601711971236114e+02,-3.781478791880886092e+00,5.460383320321496825e+01,-3.700822389069293727e-01,-9.309931914586380697e-02,1.500000000000000000e+00
-2.316358159191142931e+02,-3.205186408806086185e+00,5.436184062727096489e+01,-4.235116028322998272e-01,-7.930597590963699151e-02,1.500000000000000000e+00
-2.310114606411049465e+02,-2.642535722871123038e+00,5.409178040991148606e+01,-4.707427606188068214e-01,-7.209268169299552775e-02,1.500000000000000000e+00
-2.303871053630955998e+02,-2.092192512843387586e+00,5.379643878469692453e+01,-5.136170400252149104e-01,-6.525501361135870038e-02,1.500000000000000000e+00
-2.297627500850862816e+02,-1.554453522804288390e+00,5.347905434610859032e+01,-5.519207680837119323e-01,-5.718139192438257551e-02,1.500000000000000000e+00
-2.291383948070769350e+02,-1.028465431303683175e+00,5.314272615523894672e+01,-5.850180195144811801e-01,-4.885247672068638441e-02,1.500000000000000000e+00
-2.285140395290675883e+02,-5.129504087697008829e-01,5.279047001403277761e+01,-6.131208132166456881e-01,-4.188622105464806511e-02,1.500000000000000000e+00
-2.278896842510582701e+02,-6.834425953723897475e-03,5.242482129927477530e+01,-6.376060419151625691e-01,-3.654266854626275762e-02,1.500000000000000000e+00
-2.272653289730489234e+02,4.906877518647160819e-01,5.204781268431568009e+01,-6.587542262151886430e-01,-3.124819005228785321e-02,1.500000000000000000e+00
-2.266409736950395768e+02,9.809011773351707930e-01,5.166101845106033608e+01,-6.767869830949411192e-01,-2.650477908760840232e-02,1.500000000000000000e+00
-2.260166184170302586e+02,1.464538608875931569e+00,5.126625361206235709e+01,-6.918504624277355131e-01,-2.175181593952067380e-02,1.500000000000000000e+00
-2.253922631390208835e+02,1.942793750237159056e+00,5.086490218493914739e+01,-7.041473201106012159e-01,-1.796800344937205321e-02,1.500000000000000000e+00
-2.247679078610115653e+02,2.416514626110301656e+00,5.045820772063774484e+01,-7.143389472736052515e-01,-1.467848925669765561e-02,1.500000000000000000e+00
-2.241435525830022186e+02,2.886469466345619850e+00,5.004720511742530675e+01,-7.224847842148240940e-01,-1.149252789433131798e-02,1.500000000000000000e+00
-2.235191973049928720e+02,3.353485570700618368e+00,4.963280859337570661e+01,-7.287519849938497440e-01,-8.582628332780232322e-03,1.500000000000000000e+00
