s,X,Y,phi,kappa,w
-2.615644645064251108e+02,1.097509104613308573e+01,4.975431119300172611e+01,9.564165822641363945e-01,-2.228821938312752771e-02,1.500000000000000000e+00
-2.609357037711464500e+02,1.134132166695369826e+01,5.026536751346000642e+01,9.411919523683504041e-01,-2.614172350905682660e-02,1.500000000000000000e+00
-2.603069430358678460e+02,1.171587989726374701e+01,5.077036432727049942e+01,9.238187495234649882e-01,-2.856330251577730503e-02,1.500000000000000000e+00
-2.596781823005891852e+02,1.209944536077538046e+01,5.126856607473273897e+01,9.053834153822476472e-01,-3.007830701637627738e-02,1.500000000000000000e+00
-2.590494215653105812e+02,1.249235322979035701e+01,5.175941248031403319e+01,8.859991714437734922e-01,-3.152878981975559824e-02,1.500000000000000000e+00
-2.584206608300319203e+02,1.289491174781429628e+01,5.224238543467177465e+01,8.657902528787100316e-01,-3.275591632719223462e-02,1.500000000000000000e+00
-2.577919000947532595e+02,1.330734170264146243e+01,5.271697702285502629e+01,8.448057343854862289e-01,-3.399332997293107866e-02,1.500000000000000000e+00
-2.571631393594745987e+02,1.372974224679295219e+01,5.318267216959287680e+01,8.234594346118982999e-01,-3.370462281868744775e-02,1.500000000000000000e+00
-2.565343786241959947e+02,1.416194047493630137e+01,5.363933719880301254e+01,8.024283677475532173e-01,-3.319429748836122407e-02,1.500000000000000000e+00
-2.559056178889173339e+02,1.460359435987430743e+01,5.408688111742544891e+01,7.815738164339367522e-01,-3.360877401513460289e-02,1.500000000000000000e+00
-2.552768571536387014e+02,1.505460507004891113e+01,5.452496671138469964e+01,7.600033278683379079e-01,-3.500668135055410440e-02,1.500000000000000000e+00
-2.546480964183600690e+02,1.551513982559325378e+01,5.495301153946456907e+01,7.375574313628937562e-01,-3.619414349376664369e-02,1.500000000000000000e+00
-2.540193356830814082e+02,1.598525050460065700e+01,5.537053885664285247e+01,7.149464646390586431e-01,-3.573079612026788116e-02,1.500000000000000000e+00
-2.533905749478027758e+02,1.646461414515840715e+01,5.577739246299314857e+01,6.926203957291829916e-01,-3.528953071943852909e-02,1.500000000000000000e+00
-2.527618142125241434e+02,1.695296350783055317e+01,5.617346935467040225e+01,6.700516813397474625e-01,-3.707405622903710285e-02,1.500000000000000000e+00
-2.521330534772455110e+02,1.745038295824799945e+01,5.655802756815461407e+01,6.459293830214560828e-01,-3.965947268312983165e-02,1.500000000000000000e+00
-2.515042927419668786e+02,1.795720166862301426e+01,5.693005305456192389e+01,6.203266798816583494e-01,-4.099892736768247919e-02,1.500000000000000000e+00
-2.508755320066882177e+02,1.847343310787141135e+01,5.728895190738329291e+01,5.947845294456990395e-01,-4.025246341244284598e-02,1.500000000000000000e+00
-2.502467712714095853e+02,1.899861273090348490e+01,5.763469110900484793e+01,5.697025536759823261e-01,-3.956497701521823757e-02,1.500000000000000000e+00
-2.496180105361309529e+02,1.953234301164095044e+01,5.796705263678151709e+01,5.438945407486805994e-01,-4.253232426503750913e-02,1.500000000000000000e+00
-2.489892498008522921e+02,2.007475144010148682e+01,5.828501166811935974e+01,5.162100601930821320e-01,-4.553321244744349544e-02,1.500000000000000000e+00
-2.483604890655736597e+02,2.062598409532746402e+01,5.858734341969849169e+01,4.870321966252206813e-01,-4.654210917562037059e-02,1.500000000000000000e+00
-2.477317283302950273e+02,2.118585192384385962e+01,5.887344116798320215e+01,4.578154284686954956e-01,-4.639920125770115311e-02,1.500000000000000000e+00
-2.471029675950163664e+02,2.175387047072086943e+01,5.914310101169800760e+01,4.286147033774223569e-01,-4.701722322551734473e-02,1.500000000000000000e+00
-2.464742068597377340e+02,2.232960830734585045e+01,5.939577104940549646e+01,3.982119555933518740e-01,-4.969964756395853223e-02,1.500000000000000000e+00
-2.458454461244591016e+02,2.291295123043851234e+01,5.963032401574866981e+01,3.661048741184103061e-01,-5.243568433025580511e-02,1.500000000000000000e+00
-2.452166853891804408e+02,2.350367645250752702e+01,5.984561090714830556e+01,3.327886952177643298e-01,-5.333334765391285759e-02,1.500000000000000000e+00
-2.445879246539018368e+02,2.410128799523844023e+01,6.004096909487185485e+01,2.990315171252386772e-01,-5.405399140521782025e-02,1.500000000000000000e+00
-2.439591639186231760e+02,2.470524372371065169e+01,6.021590813341678228e+01,2.647028305160816775e-01,-5.542428614212784044e-02,1.500000000000000000e+00
-2.433304031833445435e+02,2.531491220938514175e+01,6.036968072652742023e+01,2.292271049343403977e-01,-5.742983484007207345e-02,1.500000000000000000e+00
-2.427016424480659111e+02,2.592963381630583086e+01,6.050131919882343823e+01,1.924752678524046523e-01,-5.933357213304882999e-02,1.500000000000000000e+00
-2.420728817127872503e+02,2.654895557402194939e+01,6.061001272905603088e+01,1.549070006533650457e-01,-6.016629153795633594e-02,1.500000000000000000e+00
-2.414441209775086179e+02,2.717182108761910087e+01,6.069518568751041698e+01,1.168001310344390919e-01,-6.106871852100943104e-02,1.500000000000000000e+00
-2.408153602422299855e+02,2.779749015970772774e+01,6.075648305118613735e+01,7.870413741637771743e-02,-5.959500838497562569e-02,1.500000000000000000e+00
-2.401865995069513247e+02,2.842507523398597868e+01,6.079430348531649742e+01,4.189739393848213034e-02,-5.749379919040020076e-02,1.500000000000000000e+00
-2.395578387716726922e+02,2.905360242097180645e+01,6.080942025018739372e+01,6.457907461014489314e-03,-5.492651711564083827e-02,1.500000000000000000e+00
-2.389290780363940598e+02,2.968225523245109798e+01,6.080284445965844498e+01,-2.702963960026005807e-02,-5.160835049715506440e-02,1.500000000000000000e+00
-2.383003173011153990e+02,3.031050314293937120e+01,6.077586755269457086e+01,-5.845525718799771120e-02,-4.826772756720822122e-02,1.500000000000000000e+00
-2.376715565658367666e+02,3.093747422172726402e+01,6.072997296531051603e+01,-8.712823803987035376e-02,-4.295422719005163176e-02,1.500000000000000000e+00
-2.370427958305581342e+02,3.156312866259902350e+01,6.066714795679882855e+01,-1.124779691670387827e-01,-3.768202959138949870e-02,1.500000000000000000e+00
-2.364140350952794734e+02,3.218709664070834719e+01,6.058947874395240518e+01,-1.348113746122880929e-01,-3.381858033486239562e-02,1.500000000000000000e+00
-2.357852743600008694e+02,3.280924358815327935e+01,6.049855803934153187e+01,-1.550847423584218454e-01,-3.067084157325578736e-02,1.500000000000000000e+00
-2.351565136247222085e+02,3.342952512095874340e+01,6.039565782654679538e+01,-1.733506274481944054e-01,-2.716450298911926228e-02,1.500000000000000000e+00
-2.345277528894435761e+02,3.404796458474882570e+01,6.028220804626088380e+01,-1.890427809778381096e-01,-2.274955085962182891e-02,1.500000000000000000e+00
-2.338989921541649437e+02,3.466470496644244292e+01,6.015992647101335677e+01,-2.019595177494930560e-01,-1.833870491198130726e-02,1.500000000000000000e+00
-2.332702314188862829e+02,3.528000995324020295e+01,6.003045126178180624e+01,-2.125505126157827274e-01,-1.548467162680456678e-02,1.500000000000000000e+00
-2.326414706836076505e+02,3.589399695221114683e+01,5.989499765171687784e+01,-2.214362168418717580e-01,-1.278001483794564096e-02,1.500000000000000000e+00
-2.320127099483290181e+02,3.650688421731997835e+01,5.975462139080525503e+01,-2.285483358422744082e-01,-9.648112262263650388e-03,1.500000000000000000e+00
-2.313839492130503572e+02,3.711891332948214028e+01,5.961053370170635191e+01,-2.335175572926937448e-01,-6.158009466160752239e-03,1.500000000000000000e+00
-2.307551884777717248e+02,3.773036155790197199e+01,5.946408182891822491e+01,-2.362919766862014992e-01,-2.667769761076875957e-03,1.500000000000000000e+00
-2.301264277424930924e+02,3.834156780492534011e+01,5.931660331736345881e+01,-2.368730402210461605e-01,8.194644478752245373e-04,1.500000000000000000e+00
-2.294976670072144316e+02,3.895287068475301595e+01,5.916943474202705033e+01,-2.352616014010862067e-01,4.305910655757355134e-03,1.500000000000000000e+00
-2.288689062719357992e+02,3.956447812786050378e+01,5.902394280986285224e+01,-2.314621743119349428e-01,7.778224400197431866e-03,1.500000000000000000e+00
-2.282401455366571668e+02,4.017687310905863995e+01,5.888142395000512153e+01,-2.254824893974174405e-01,1.124055398153262116e-02,1.500000000000000000e+00
-2.276113848013785059e+02,4.079021642929102853e+01,5.874325740954413533e+01,-2.172018714862058442e-01,1.567557338869980665e-02,1.500000000000000000e+00
-2.269826240660999019e+02,4.140482749955346975e+01,5.861118705906494597e+01,-2.055211875853342196e-01,2.148142246011264592e-02,1.500000000000000000e+00
-2.263538633308212411e+02,4.202150588678679100e+01,5.848736167918239914e+01,-1.901909159168926333e-01,2.730795049473100713e-02,1.500000000000000000e+00
-2.257251025955426087e+02,4.263975490033696758e+01,5.837429607491863948e+01,-1.708439131720185244e-01,3.425919349537647624e-02,1.500000000000000000e+00
-2.250963418602639763e+02,4.326067375320676689e+01,5.827451227038105230e+01,-1.471082049623009258e-01,4.122351213372903167e-02,1.500000000000000000e+00
-2.244675811249853155e+02,4.388409050600048289e+01,5.819096580827737597e+01,-1.181055182166503847e-01,5.247076309008009976e-02,1.500000000000000000e+00
-2.238388203897066830e+02,4.450973205331076343e+01,5.812807862212852683e+01,-8.081917483854739181e-02,6.616071014547171558e-02,1.500000000000000000e+00
-2.232100596544280506e+02,4.513748657079243998e+01,5.809126871551655569e+01,-3.491665180777303590e-02,7.936941372614093881e-02,1.500000000000000000e+00
-2.225812989191493898e+02,4.576671302199636671e+01,5.808580082535581823e+01,1.881068280180464569e-02,9.150612550062947603e-02,1.500000000000000000e+00
-2.219525381838707574e+02,4.639387947159865178e+01,5.811647309446259158e+01,8.026078676152703650e-02,1.042731105479225984e-01,1.500000000000000000e+00
-2.213237774485921250e+02,4.701961412362567927e+01,5.818834655262362787e+01,1.497128597444583598e-01,1.163047932924713146e-01,1.500000000000000000e+00
-2.206950167133134642e+02,4.763670928400443927e+01,5.830548394609046170e+01,2.268326665575233214e-01,1.293564347288537753e-01,1.500000000000000000e+00
-2.200662559780348317e+02,4.824225482236576568e+01,5.847222026010209817e+01,3.113333034753598128e-01,1.372138029083506960e-01,1.500000000000000000e+00
-2.194374952427561993e+02,4.883149179154047914e+01,5.869055075398373589e+01,3.987499225951789406e-01,1.409274772800796771e-01,1.500000000000000000e+00
-2.188087345074775385e+02,4.939866201229156673e+01,5.895989686984164280e+01,4.880630007718078645e-01,1.398745995710276857e-01,1.500000000000000000e+00
-2.181799737721989345e+02,4.994011696149249957e+01,5.927733722718490128e+01,5.707733580482485802e-01,1.237111107112767588e-01,1.500000000000000000e+00
-2.175512130369202737e+02,5.045702986696299774e+01,5.963716657891853856e+01,6.438577787048893608e-01,1.085514910833422358e-01,1.500000000000000000e+00
-2.169224523016416413e+02,5.094661783413022960e+01,6.003075531027706546e+01,7.097860501024167990e-01,1.021630946119193167e-01,1.500000000000000000e+00
-2.162936915663630089e+02,5.141050292822291823e+01,6.045551131613784435e+01,7.724975922095883574e-01,9.735292368341530445e-02,1.500000000000000000e+00
-2.156649308310843480e+02,5.184743307157472714e+01,6.090769026016262444e+01,8.317275740111965687e-01,8.917333287692086330e-02,1.500000000000000000e+00
-2.150361700958057156e+02,5.225825327790127517e+01,6.138347811536667820e+01,8.841520884863568464e-01,7.764543414295203838e-02,1.500000000000000000e+00
-2.144074093605270832e+02,5.264560049274203379e+01,6.187907722556276013e+01,9.294815123371159560e-01,6.693124198752122000e-02,1.500000000000000000e+00
-2.137786486252484224e+02,5.301145066926915916e+01,6.239032731091724315e+01,9.690321010095478416e-01,5.890161266120097494e-02,1.500000000000000000e+00
-2.131498878899697900e+02,5.335818860476830139e+01,6.291488589189018654e+01,1.003583315102180018e+00,5.101917385574514241e-02,1.500000000000000000e+00
-2.125211271546911576e+02,5.368791480100874480e+01,6.345035372778899330e+01,1.033410581020406172e+00,4.399416293261103339e-02,1.500000000000000000e+00
-2.118923664194124967e+02,5.400264554787124638e+01,6.399463797291874556e+01,1.058924466059283587e+00,3.716756652896262281e-02,1.500000000000000000e+00
-2.112636056841338643e+02,5.430456644117412424e+01,6.454614151810928036e+01,1.080276864192518449e+00,3.131608931583306638e-02,1.500000000000000000e+00
-2.106348449488552319e+02,5.459556825746016528e+01,6.510354733107641323e+01,1.098560008483829842e+00,2.683452780626371936e-02,1.500000000000000000e+00
-2.100060842135765711e+02,5.487705537898403918e+01,6.566564480616602850e+01,1.114020854645606073e+00,2.239958432488655532e-02,1.500000000000000000e+00
-2.093773234782979671e+02,5.515061678413585611e+01,6.623185163989501234e+01,1.127079367009421018e+00,1.913105805922789282e-02,1.500000000000000000e+00
-2.087485627430193063e+02,5.541729884953480934e+01,6.680120372835203568e+01,1.138077997158356114e+00,1.585579387681390964e-02,1.500000000000000000e+00
-2.081198020077406738e+02,5.567829302587421125e+01,6.737322358378146703e+01,1.147122966942053734e+00,1.309127691453350166e-02,1.500000000000000000e+00
-2.074910412724620414e+02,5.593457112023252620e+01,6.794737965243362510e+01,1.154568651477327457e+00,1.059218563015299971e-02,1.500000000000000000e+00
-2.068622805371833806e+02,5.618701365912691159e+01,6.852321675706257054e+01,1.160449308702706128e+00,8.167491035989861078e-03,1.500000000000000000e+00
-2.062335198019047482e+02,5.643649824352826272e+01,6.910036375230247074e+01,1.164880395002773517e+00,5.927037410100363841e-03,1.500000000000000000e+00
-2.056047590666261158e+02,5.668382827490817277e+01,6.967843183443557109e+01,1.167902618765527478e+00,3.686278485553567703e-03,1.500000000000000000e+00
-2.049759983313474550e+02,5.692981056161194431e+01,7.025707799919543106e+01,1.169564107532125030e+00,1.614185298287227352e-03,1.500000000000000000e+00
-2.043472375960688225e+02,5.717520587006662680e+01,7.083597457539413256e+01,1.169932979773679049e+00,-4.408505098831255850e-04,1.500000000000000000e+00
-2.037184768607901901e+02,5.742075885417876435e+01,7.141480400284112307e+01,1.169035340728374450e+00,-2.345467530161088592e-03,1.500000000000000000e+00
-2.030897161255115293e+02,5.766716342242033733e+01,7.199327101871087109e+01,1.167001854590197008e+00,-4.122768824817391216e-03,1.500000000000000000e+00
-2.024609553902328969e+02,5.791506695625206902e+01,7.257109806389398443e+01,1.163851686968131682e+00,-5.884092111882457780e-03,1.500000000000000000e+00
-2.018321946549542645e+02,5.816510174464656302e+01,7.314800264812464548e+01,1.159624566418504976e+00,-7.561865625631207510e-03,1.500000000000000000e+00
-2.012034339196756036e+02,5.841787832624218879e+01,7.372371571930676737e+01,1.154342479879876038e+00,-9.239618219712369615e-03,1.500000000000000000e+00
-2.005746731843969997e+02,5.867399493867957716e+01,7.429794591889951505e+01,1.147995734597236916e+00,-1.095687013397394355e-02,1.500000000000000000e+00
-1.999459124491183388e+02,5.893406241258579570e+01,7.487040003229461149e+01,1.140563153614223335e+00,-1.268519262415131188e-02,1.500000000000000000e+00
-1.993171517138397064e+02,5.919869039310646031e+01,7.544076090956576763e+01,1.132008994104391375e+00,-1.468285187074333184e-02,1.500000000000000000e+00
-1.986883909785610740e+02,5.946857911922862883e+01,7.600864753342801805e+01,1.122027424440104948e+00,-1.706750531118224681e-02,1.500000000000000000e+00
-1.980596302432824132e+02,5.974454752472704655e+01,7.657360749515702025e+01,1.110546303930153966e+00,-1.943757276156640040e-02,1.500000000000000000e+00
-1.974308695080037808e+02,6.002737651452191869e+01,7.713514930381094814e+01,1.097680852262194806e+00,-2.148712747139413723e-02,1.500000000000000000e+00
-1.968021087727251484e+02,6.031777250361535181e+01,7.769283113854228873e+01,1.083525181756133771e+00,-2.354001518355368708e-02,1.500000000000000000e+00
