color,X,Y
blue,34.8766,61.654
blue,35.034,61.6218
blue,35.1912,61.589
blue,35.3484,61.5559
blue,35.5055,61.5223
blue,35.6624,61.4883
blue,35.8193,61.454
blue,35.9762,61.4192
blue,36.1329,61.3841
blue,36.2895,61.3487
blue,36.4461,61.313
blue,36.6026,61.2769
blue,36.7591,61.2406
blue,36.9156,61.204
blue,37.072,61.1672
blue,37.2284,61.1302
blue,37.3847,61.093
blue,37.541,61.0556
blue,37.6972,61.018
blue,37.8533,60.9804
blue,38.0095,60.9426
blue,38.1656,60.9047
blue,38.3217,60.8667
blue,38.4777,60.8287
blue,38.6338,60.7907
blue,38.7898,60.7527
blue,38.9458,60.7147
blue,39.1019,60.6767
blue,39.2579,60.6387
blue,39.4139,60.6009
blue,39.5699,60.5631
blue,39.7258,60.5255
blue,39.8817,60.488
blue,40.0377,60.4507
blue,40.1936,60.4136
blue,40.3497,60.3767
blue,40.5058,60.3401
blue,40.6621,60.3037
blue,40.8184,60.2676
blue,40.9748,60.2318
blue,41.1314,60.1963
blue,41.2881,60.1613
blue,41.445,60.1266
blue,41.602,60.0923
blue,41.7592,60.0585
blue,41.9166,60.0252
blue,42.0743,59.9924
blue,42.2321,59.96
blue,42.3901,59.9283
blue,42.548,59.8972
blue,42.7055,59.8668
blue,42.8633,59.8371
blue,43.0213,59.8084
blue,43.1795,59.7805
blue,43.338,59.7537
blue,43.4966,59.7281
blue,43.6555,59.7037
blue,43.8145,59.6807
blue,43.9738,59.6592
blue,44.1332,59.6392
blue,44.2928,59.621
blue,44.4526,59.6045
blue,44.6126,59.59
blue,44.7727,59.5774
blue,44.9329,59.567
blue,45.0933,59.5588
blue,45.2538,59.5529
blue,45.4145,59.5495
blue,45.5763,59.5486
blue,45.7384,59.5503
blue,45.9004,59.5549
blue,46.0622,59.5623
blue,46.2237,59.5727
blue,46.3849,59.5861
blue,46.5455,59.6027
blue,46.7055,59.6226
blue,46.8648,59.6458
blue,47.0233,59.6724
blue,47.1809,59.7026
blue,47.3374,59.7365
blue,47.4927,59.7741
blue,47.6469,59.8155
blue,47.7996,59.8609
blue,47.9509,59.9103
blue,48.1006,59.9638
blue,48.2486,60.0215
blue,48.3948,60.0836
blue,48.5392,60.1499
blue,48.6817,60.2204
blue,48.8223,60.295
blue,48.961,60.3734
blue,49.0978,60.4556
blue,49.2327,60.5414
blue,49.3657,60.6307
blue,49.4967,60.7233
blue,49.6257,60.819
blue,49.7527,60.9179
blue,49.8778,61.0197
blue,50.0008,61.1242
blue,50.1218,61.2314
blue,50.2408,61.3411
blue,50.3577,61.4531
blue,50.4726,61.5674
blue,50.5854,61.6838
blue,50.696,61.802
blue,50.8038,61.9211
blue,50.9095,62.042
blue,51.0133,62.1645
blue,51.1153,62.2885
blue,51.2154,62.4141
blue,51.3137,62.541
blue,51.4103,62.6693
blue,51.5053,62.7989
blue,51.5987,62.9296
blue,51.6906,63.0614
blue,51.781,63.1943
blue,51.87,63.3282
blue,51.9577,63.4629
blue,52.044,63.5984
blue,52.1292,63.7347
blue,52.2132,63.8717
blue,52.2961,64.0092
blue,52.3779,64.1472
blue,52.459,64.2861
blue,52.5394,64.4259
blue,52.6188,64.566
blue,52.6974,64.7065
blue,52.7751,64.8474
blue,52.852,64.9886
blue,52.9281,65.1302
